0.00709277,0.985389502,0.820757602,Ru
0.342296432,0.987720891,0.821810248,Ru
0.674113367,0.99165528,0.821847576,Ru
0.010228858,0.234882321,0.827428091,Ru
0.346638153,0.236744433,0.822079008,Ru
0.671452808,0.236251828,0.82131752,Ru
0.019544913,0.487510946,0.822915153,Ru
0.341372039,0.488880452,0.822198458,Ru
0.665004917,0.487131858,0.822945015,Ru
0.008492572,0.74077902,0.819809474,Ru
0.336915973,0.740860254,0.820123028,Ru
0.667275991,0.749135613,0.823172715,Ru
0.016991096,0.223166012,0.897010962,C
0.023469248,0.212772344,0.939956669,O
0.785673003,0.573302449,0.867126274,O
